air_durations_A,air_durations_B,air_durations_C,air_durations_D,asc_peak_slopes_A,asc_peak_slopes_B,asc_peak_slopes_C,asc_peak_slopes_D,avg_pres_A,avg_pres_B,avg_pres_C,avg_pres_D,contact_durations_A,contact_durations_B,contact_durations_C,contact_durations_D,des_peak_slopes_A,des_peak_slopes_B,des_peak_slopes_C,des_peak_slopes_D,dog_id,pace,paw_area_cm2_A,paw_area_cm2_B,paw_area_cm2_C,paw_area_cm2_D,peak_pressure_A,peak_pressure_B,peak_pressure_C,peak_pressure_D,ratio_pres2area_A,ratio_pres2area_B,ratio_pres2area_C,ratio_pres2area_D,step_lengths_A,step_lengths_B,step_lengths_C,step_lengths_D
0.21,0.22,0.215,0.21,0.562,0.628,0.562,0.567,3.09,2.901,2.665,2.535,0.162,0.155,0.18,0.175,0.754,0.679,0.752,0.611,T0436931,4.95,19.494,16.081,18.396,16.393,10.7,10.7,10.45,9.2,0.166,0.239,0.125,0.132,0.603,0.621,0.645,0.445
0.21,0.212,0.21,0.22,0.496,0.561,0.513,0.572,2.364,2.766,3.132,2.898,0.17,0.185,0.2,0.182,0.545,0.636,0.706,0.731,T0436931,4.49,14.778,15.812,19.095,16.903,7.7,8.7,12.2,11.75,0.163,0.142,0.131,0.141,0.564,0.632,0.597,0.322
0.212,0.22,0.225,0.218,0.563,0.613,0.59,0.589,2.826,3.036,3.298,2.694,0.175,0.175,0.18,0.165,0.667,0.787,0.726,0.655,T0436931,4.71,16.842,16.67,18.576,16.497,9.7,11.75,12.2,9.2,0.118,0.158,0.135,0.118,0.635,0.311,0.636,0.657
0.23,0.215,0.215,0.227,0.749,0.781,0.618,0.757,3.736,3.657,3.807,3.898,0.205,0.205,0.225,0.21,1.015,0.751,1.02,0.95,T0440571,5.69,28.387,24.788,27.284,29.816,17.2,17.0,16.95,19.3,0.161,0.142,0.147,0.14,0.994,0.908,0.941,0.925
0.235,0.255,0.242,0.22,0.765,0.722,0.684,0.742,4.038,3.787,4.021,4.015,0.25,0.215,0.23,0.238,0.789,0.757,0.818,1.055,T0440571,4.97,27.784,25.442,27.534,27.578,18.45,18.45,17.2,20.3,0.182,0.118,0.138,0.138,0.806,0.932,0.924,0.932
0.342,0.252,0.245,0.348,0.755,0.569,0.78,0.477,3.863,3.852,3.599,4.097,0.225,0.44,0.2,0.275,0.854,0.479,0.708,1.021,T0440571,5.87,31.373,27.081,24.556,30.441,16.2,17.2,16.7,17.2,0.157,0.142,0.182,0.144,0.958,1.454,1.407,1.426
0.24,0.242,0.22,0.242,0.784,0.832,0.909,0.94,4.036,3.539,3.949,3.783,0.21,0.185,0.225,0.19,0.995,0.831,0.982,0.839,T0440571,6.08,30.567,23.842,31.588,25.801,18.75,17.2,19.25,16.7,0.146,0.138,0.131,0.153,1.044,0.974,1.016,0.986
0.24,0.352,0.268,0.34,0.598,0.781,0.657,0.663,3.861,4.178,3.407,3.654,0.27,0.225,0.235,0.525,0.925,0.867,0.558,0.416,T0440571,4.35,29.048,27.726,23.12,27.49,18.45,20.3,16.7,18.2,0.135,0.126,0.146,0.136,0.918,1.097,0.782,1.436
0.342,0.25,0.265,0.255,2.497,3.492,2.843,2.714,9.287,9.291,10.17,8.804,0.175,0.195,0.16,0.175,2.195,1.719,3.167,1.954,T0442298,5.55,23.099,23.987,27.545,20.189,35.8,47.8,43.3,34.3,0.438,0.462,0.402,0.381,0.991,0.894,0.678,0.692
0.255,0.235,0.23,0.238,1.557,1.384,1.626,1.309,8.277,7.768,8.482,7.568,0.222,0.242,0.235,0.255,1.136,1.218,1.388,1.279,T0442298,4.03,17.329,17.185,23.418,20.775,28.4,25.4,38.8,26.9,0.414,0.46,0.37,0.362,0.279,0.515,0.711,0.567
0.23,0.225,0.235,0.23,1.792,1.514,1.948,1.762,8.75,8.281,9.247,7.836,0.21,0.195,0.2,0.19,1.84,1.911,2.01,1.704,T0442298,4.84,22.748,20.769,23.337,19.12,31.3,30.6,38.05,28.4,0.391,0.371,0.444,0.5,0.763,0.751,0.765,0.762
0.22,0.235,0.232,0.23,1.843,1.688,1.594,1.387,9.081,7.639,8.024,7.899,0.24,0.22,0.215,0.23,1.44,1.292,1.376,1.423,T0442298,4.09,22.567,20.623,18.991,19.741,41.8,25.4,26.9,31.35,0.312,0.366,0.369,0.364,0.767,0.456,0.582,0.678
0.378,0.37,0.388,0.56,1.406,1.232,1.803,2.306,9.441,7.526,8.071,8.293,0.555,0.31,0.38,0.47,1.169,1.307,2.038,1.205,T0443168,4.53,32.884,28.095,31.013,28.178,53.2,36.7,47.4,60.9,0.315,0.268,0.269,0.355,1.608,1.173,1.608,1.462
0.215,0.245,0.33,0.292,2.017,1.166,1.74,2.134,9.242,7.714,7.117,8.362,0.365,0.35,0.26,0.52,1.34,1.559,1.337,0.89,T0443168,4.03,37.898,28.852,26.816,27.952,49.3,44.5,35.8,44.5,0.233,0.276,0.24,0.317,0.839,0.842,0.944,0.903
0.482,0.468,0.48,0.485,2.124,1.615,1.729,1.561,10.834,10.125,11.106,10.454,0.545,0.555,0.515,0.54,1.152,0.75,1.069,1.095,T0444112,4.24,26.626,27.206,28.192,26.436,82.2,49.3,73.3,69.55,0.441,0.366,0.45,0.406,1.474,1.504,1.507,1.517
0.285,0.268,0.27,0.265,0.753,0.861,0.662,0.665,3.655,3.38,3.282,3.405,0.188,0.17,0.178,0.215,0.922,0.767,0.858,0.735,T0445222,5.61,19.282,13.388,15.694,18.581,14.4,12.9,14.4,12.9,0.171,0.209,0.194,0.15,0.941,0.856,0.865,0.868
0.28,0.28,0.282,0.272,0.772,0.748,0.782,0.881,3.421,3.566,3.421,3.43,0.225,0.215,0.18,0.18,0.676,0.742,0.747,0.756,T0445222,5.05,18.897,18.502,12.572,14.603,13.9,14.4,13.4,15.4,0.175,0.193,0.305,0.245,0.806,0.805,0.624,0.805
0.265,0.268,0.275,0.262,0.778,0.87,0.762,0.669,3.432,3.258,3.673,3.337,0.172,0.165,0.188,0.205,0.838,0.592,0.842,0.889,T0445222,5.59,14.636,13.976,19.498,19.19,14.4,12.3,14.4,13.9,0.198,0.227,0.174,0.136,0.806,0.868,0.907,0.841
0.275,0.277,0.28,0.27,0.799,0.689,0.751,0.739,3.377,3.362,3.328,3.398,0.18,0.175,0.205,0.2,0.738,0.738,0.855,0.962,T0445222,5.36,14.118,12.878,19.692,18.485,14.4,13.4,14.9,13.9,0.225,0.231,0.174,0.158,0.622,0.652,0.834,1.038
0.285,0.255,0.265,0.27,0.871,0.702,0.761,0.783,3.574,3.346,3.51,3.386,0.178,0.19,0.185,0.16,0.893,1.064,0.901,0.881,T0445222,5.9,16.714,19.869,18.57,13.299,14.9,15.4,15.15,14.4,0.167,0.149,0.171,0.294,1.313,0.88,0.78,0.904
0.27,0.265,0.26,0.275,0.87,0.71,0.73,0.875,3.48,3.583,3.327,3.542,0.195,0.175,0.178,0.175,0.767,0.918,1.098,0.748,T0445222,5.84,19.1,16.823,16.015,16.858,14.9,14.4,13.9,13.9,0.148,0.195,0.261,0.188,0.887,0.848,0.497,0.889
0.277,0.268,0.27,0.275,0.943,0.931,0.75,0.846,3.305,3.406,3.558,3.38,0.165,0.19,0.188,0.175,0.94,0.636,0.887,0.855,T0445222,6.17,14.916,19.831,20.724,17.358,15.4,12.9,13.9,13.65,0.215,0.139,0.165,0.256,0.868,0.906,0.949,0.588
0.175,0.165,0.175,0.16,0.567,0.78,0.576,0.467,2.261,2.819,1.982,2.33,0.125,0.128,0.12,0.125,0.726,0.771,0.469,0.705,T0446175,6.04,10.657,13.92,13.066,12.02,7.5,9.5,6.5,7.5,0.217,0.213,0.215,0.214,0.595,0.611,0.593,0.588
0.2,0.2,0.2,0.185,0.57,0.543,0.628,0.557,2.648,2.495,2.138,2.213,0.165,0.16,0.165,0.145,0.499,0.496,0.492,0.508,T0446175,4.99,11.888,11.973,10.543,9.987,8.5,8.0,7.5,7.25,0.187,0.186,0.247,0.208,0.56,0.704,0.552,0.559
0.195,0.2,0.2,0.205,0.553,0.637,0.599,0.631,2.137,2.565,2.452,2.742,0.145,0.158,0.16,0.17,0.496,0.579,0.462,0.523,T0446175,5.03,9.866,10.728,12.079,11.23,7.5,8.75,8.0,8.0,0.244,0.246,0.236,0.3,0.559,0.272,0.597,0.559
0.208,0.188,0.185,0.205,0.662,0.756,0.682,0.712,2.323,2.913,2.803,2.14,0.135,0.15,0.15,0.13,0.607,0.618,0.567,0.623,T0446175,5.56,10.088,12.912,12.392,9.559,7.5,10.0,9.0,8.0,0.22,0.196,0.231,0.228,0.584,0.602,0.59,0.597
0.24,0.24,0.248,0.245,0.741,0.785,0.77,0.734,3.605,3.918,3.746,3.842,0.205,0.225,0.21,0.205,0.883,0.863,1.095,1.293,T0446201,5.62,21.64,20.694,20.194,22.62,16.9,17.9,18.5,17.7,0.172,0.172,0.193,0.142,1.046,0.696,0.692,1.358
0.24,0.24,0.25,0.24,0.73,0.733,0.738,0.707,3.724,3.911,3.978,4.031,0.22,0.245,0.227,0.245,0.823,0.696,0.953,1.089,T0446201,5.18,19.576,21.976,22.047,22.678,15.8,18.5,17.65,19.8,0.186,0.169,0.161,0.151,0.87,1.311,0.487,1.321
0.353,0.265,0.375,0.355,0.674,0.649,0.513,0.477,3.708,3.546,3.903,3.979,0.48,0.232,0.255,0.265,0.531,0.621,0.838,0.926,T0446201,4.97,22.39,19.225,21.972,24.406,20.1,16.1,17.9,19.0,0.165,0.176,0.178,0.153,1.28,0.873,1.08,1.301
0.28,0.29,0.272,0.29,2.01,2.139,2.309,2.956,12.129,12.368,12.102,13.327,0.26,0.252,0.235,0.222,2.641,2.737,3.871,3.333,T0449651,5.36,22.628,23.782,24.122,24.133,55.5,57.65,71.1,54.75,0.541,0.509,0.528,0.602,0.954,0.984,0.929,0.999
0.402,0.388,0.265,0.47,2.587,2.065,2.106,2.478,12.789,13.103,12.612,13.274,0.3,0.325,0.32,0.42,2.742,1.81,1.968,1.256,T0449651,4.76,24.94,24.22,24.793,25.046,91.1,55.5,56.9,71.15,0.453,0.503,0.471,0.475,1.559,1.058,0.907,1.355
0.36,0.25,0.262,0.27,2.592,2.219,2.461,2.626,13.223,13.046,12.432,13.0,0.235,0.33,0.405,0.34,2.075,2.734,1.904,2.023,T0449651,5.67,24.322,25.414,23.688,24.848,54.1,66.85,61.2,72.55,0.604,0.566,0.512,0.527,1.194,1.365,1.191,1.409
0.272,0.28,0.385,0.265,3.051,2.546,2.553,2.602,13.898,12.454,14.392,12.281,0.215,0.218,0.225,0.222,3.847,3.038,3.779,2.983,T0449651,6.06,25.58,22.885,26.941,24.44,69.7,60.5,66.9,66.15,0.602,0.6,0.534,0.596,1.032,1.042,1.53,1.043
0.3,0.295,0.29,0.295,1.096,1.025,1.18,1.026,5.852,5.013,4.829,5.025,0.26,0.277,0.218,0.23,1.11,0.849,1.178,0.979,T0450107,5.63,25.746,24.339,25.736,26.074,26.9,24.3,23.75,28.35,0.214,0.183,0.163,0.745,1.553,0.975,1.017,0.848
0.342,0.34,0.315,0.34,1.692,0.955,1.758,0.93,6.238,4.794,6.49,4.929,0.215,0.225,0.22,0.225,1.765,1.138,1.948,1.046,T0450107,5.65,26.242,26.677,29.658,25.753,35.9,23.15,41.05,23.2,0.218,0.178,0.234,0.214,1.192,1.229,1.195,1.236
0.315,0.285,0.41,0.3,1.45,1.309,1.257,1.009,5.193,5.789,5.74,4.868,0.235,0.245,0.265,0.25,1.417,1.167,1.014,0.919,T0450107,5.46,25.538,28.502,27.837,23.961,32.4,33.6,32.4,23.75,0.183,0.195,0.203,0.206,1.017,1.046,1.556,1.068
0.305,0.37,0.305,0.34,1.602,1.515,1.055,1.938,5.441,4.888,5.102,6.201,0.235,0.225,0.235,0.225,2.318,1.357,1.058,2.819,T0450107,5.68,27.658,27.64,26.422,29.687,41.95,28.65,24.3,54.4,0.212,0.187,0.217,0.209,1.178,1.018,1.13,1.174
0.348,0.368,0.348,0.415,0.823,2.014,1.023,1.661,4.914,6.457,4.913,6.316,0.265,0.22,0.26,0.222,0.758,1.472,1.039,1.913,T0450107,5.03,23.961,30.723,25.885,30.164,22.0,39.9,21.4,39.4,0.182,0.18,0.2,0.189,1.201,1.142,1.38,1.118
0.23,0.222,0.235,0.205,2.355,2.884,2.535,3.48,9.153,10.27,8.791,10.6,0.178,0.175,0.158,0.19,2.819,2.424,2.632,3.05,T0450150,7.33,26.357,27.971,27.836,31.148,42.85,42.8,42.15,58.05,0.395,0.358,0.361,0.35,1.052,1.274,0.991,1.073
0.24,0.235,0.228,0.23,1.691,1.48,1.956,1.509,9.876,9.127,9.968,8.904,0.235,0.22,0.225,0.222,2.229,1.522,2.242,1.931,T0450150,5.31,30.975,29.908,27.148,28.021,40.1,34.6,45.6,35.95,0.42,0.376,0.402,0.284,0.814,0.804,1.055,0.839
0.235,0.22,0.238,0.25,2.123,1.907,1.962,2.143,9.862,10.706,9.151,9.798,0.242,0.235,0.215,0.205,1.87,2.331,1.848,1.921,T0450150,5.33,30.338,32.794,25.793,26.344,46.95,47.7,38.7,40.8,0.293,0.319,0.361,0.381,1.262,0.813,0.835,0.797
0.242,0.245,0.228,0.238,2.111,2.111,2.03,2.28,9.427,10.16,10.561,10.103,0.2,0.218,0.23,0.225,2.06,2.04,2.028,2.0,T0450150,5.22,25.829,29.261,30.452,29.412,42.8,40.8,42.8,48.4,0.355,0.304,0.31,0.346,0.601,1.348,0.848,0.816
0.205,0.215,0.215,0.22,2.874,2.512,2.624,2.571,11.974,11.079,10.603,9.402,0.195,0.195,0.188,0.175,2.517,1.863,1.857,1.734,T0450793,4.14,20.801,19.234,17.824,16.978,50.5,35.9,31.75,34.25,0.515,0.454,0.486,0.915,0.53,0.576,0.518,0.559
0.215,0.218,0.205,0.21,2.252,1.87,1.91,2.315,11.473,9.833,9.937,10.772,0.2,0.195,0.208,0.205,2.26,2.008,1.693,1.945,T0450793,3.83,19.806,16.598,17.922,18.956,47.3,34.2,31.8,42.35,0.58,0.822,0.531,0.625,0.504,0.504,0.534,0.517
0.2,0.22,0.202,0.205,0.836,1.036,0.914,0.865,3.197,3.506,3.434,3.312,0.14,0.13,0.12,0.13,1.013,1.399,1.268,1.476,T0451120,6.12,12.974,13.817,13.035,12.738,12.5,15.0,13.5,13.0,0.304,0.255,0.368,0.235,0.567,0.737,0.674,0.695
0.295,0.232,0.23,0.205,0.892,0.791,0.923,0.78,3.565,3.201,2.815,3.194,0.14,0.15,0.125,0.138,1.67,1.046,1.086,1.027,T0451120,6.12,16.39,14.943,12.541,16.217,16.5,14.0,12.25,12.0,0.197,0.208,0.218,0.242,0.858,0.834,0.698,0.737
0.198,0.22,0.235,0.2,0.605,0.637,0.738,0.624,2.972,2.585,3.308,3.3,0.16,0.165,0.182,0.175,0.821,1.134,0.779,1.091,T0451120,3.63,12.576,9.95,14.89,14.246,11.5,10.0,12.25,12.5,0.236,0.239,0.22,0.243,0.442,0.349,0.329,0.452
0.198,0.22,0.215,0.202,0.856,0.902,0.855,0.871,3.313,3.226,3.301,3.24,0.14,0.13,0.132,0.14,1.494,1.151,1.06,1.173,T0451120,5.93,15.462,12.194,13.794,15.302,16.5,12.75,12.5,14.0,0.305,0.228,0.215,0.323,0.641,0.704,0.722,0.554
0.22,0.222,0.228,0.23,0.376,0.32,0.404,0.417,2.316,2.537,2.497,2.592,0.188,0.19,0.18,0.185,0.446,0.474,0.477,0.478,T0451236,4.01,12.082,12.068,11.99,13.857,7.6,8.1,8.1,8.1,0.491,0.162,0.189,0.259,0.534,0.651,0.517,0.564
0.235,0.225,0.225,0.235,0.459,0.447,0.393,0.449,2.773,2.548,2.581,2.707,0.175,0.19,0.195,0.18,0.449,0.406,0.42,0.421,T0451236,3.92,15.544,13.492,13.671,11.725,8.1,8.1,7.6,8.1,0.173,0.22,0.155,0.211,0.589,0.539,0.547,0.58
0.16,0.235,0.23,0.165,0.333,0.879,0.688,0.345,2.561,2.337,2.436,2.516,0.195,0.12,0.125,0.185,0.49,0.425,0.453,0.428,T0451805,3.37,7.281,5.352,5.105,8.429,7.8,6.5,6.8,7.1,0.275,0.382,0.394,0.236,0.374,0.373,0.373,0.372
0.168,0.162,0.222,0.24,0.364,0.411,0.817,0.793,2.614,2.66,2.384,2.517,0.18,0.185,0.125,0.11,0.524,0.531,0.441,0.487,T0451805,3.59,8.068,7.331,5.115,5.161,7.8,8.4,7.1,7.1,0.324,0.263,0.45,0.412,0.38,0.386,0.386,0.391
0.225,0.155,0.215,0.16,0.941,0.423,1.096,0.375,2.585,2.577,2.51,2.529,0.105,0.17,0.1,0.17,0.538,0.532,0.659,0.523,T0451805,3.77,5.017,7.225,5.651,8.381,7.1,7.8,8.4,7.1,0.573,0.379,0.452,0.279,0.373,0.382,0.381,0.381
0.228,0.15,0.24,0.162,1.036,0.45,1.086,0.388,2.439,2.723,2.544,2.601,0.1,0.17,0.09,0.16,0.543,0.485,0.673,0.528,T0451805,3.7,5.238,7.282,6.181,8.274,7.8,7.1,8.4,7.1,0.677,0.451,0.409,0.318,0.382,0.378,0.382,0.382
0.26,0.27,0.275,0.26,0.603,0.505,0.46,0.491,2.456,2.461,2.3,2.56,0.15,0.153,0.155,0.155,0.489,0.557,0.547,0.503,T0451855,4.81,12.744,12.28,10.682,12.319,7.75,8.0,7.75,7.5,0.204,0.155,0.237,0.174,0.975,0.737,0.744,0.949
0.27,0.265,0.27,0.255,0.624,0.49,0.591,0.482,2.874,2.56,2.929,2.446,0.152,0.162,0.15,0.168,0.578,0.558,0.709,0.598,T0451855,5.12,13.926,11.634,15.676,12.921,8.75,8.0,9.75,7.5,0.195,0.288,0.173,0.167,0.672,0.679,0.722,0.678
0.26,0.26,0.255,0.255,0.59,0.556,0.534,0.553,2.503,2.493,2.736,2.629,0.16,0.155,0.172,0.162,0.533,0.471,0.487,0.468,T0451855,4.72,10.464,10.838,14.347,11.593,8.5,8.0,8.25,8.25,0.177,0.359,0.172,0.233,0.619,0.61,0.695,0.347
0.26,0.265,0.258,0.265,0.514,0.544,0.546,0.519,2.568,2.737,2.605,2.534,0.162,0.16,0.16,0.152,0.541,0.621,0.495,0.569,T0451855,4.76,11.967,13.782,12.202,10.708,8.25,8.5,8.5,8.25,0.221,0.248,0.208,0.188,0.666,0.674,0.502,0.714
0.26,0.26,0.255,0.255,0.507,0.552,0.58,0.543,2.602,2.596,2.803,2.65,0.15,0.148,0.152,0.158,0.617,0.638,0.607,0.516,T0451855,5.21,11.584,12.043,14.28,11.94,8.0,8.25,8.5,7.75,0.17,0.176,0.217,0.195,0.755,0.68,0.756,0.602
0.34,0.23,0.24,0.29,1.227,0.869,1.363,1.309,4.955,6.071,6.18,5.699,0.165,0.288,0.215,0.2,1.096,0.92,0.682,0.949,T0451948,4.4,14.075,16.335,16.068,15.142,19.3,20.85,20.3,19.25,0.44,0.371,0.329,0.396,0.862,1.013,0.839,0.68
0.43,0.27,0.44,0.262,0.981,1.092,1.248,1.172,6.03,6.062,6.415,5.289,0.308,0.225,0.215,0.18,0.641,0.711,0.894,0.692,T0451948,4.54,16.193,14.817,16.382,13.453,19.8,20.3,20.3,18.2,0.344,0.392,0.342,0.371,0.973,0.952,1.11,0.621
0.41,0.27,0.27,0.328,0.942,1.005,1.183,0.946,5.839,5.765,5.517,6.144,0.395,0.37,0.19,0.215,0.478,0.599,0.845,0.815,T0451948,4.59,15.825,14.553,14.936,15.49,20.3,19.3,18.2,19.3,0.408,0.362,0.356,0.424,0.966,0.963,0.653,0.946
0.348,0.288,0.27,0.255,0.857,1.161,0.916,1.03,6.037,5.051,6.04,5.41,0.24,0.165,0.27,0.21,0.888,1.04,0.719,0.722,T0451948,4.15,17.626,13.399,15.552,13.65,20.3,18.2,19.8,18.2,0.349,0.365,0.309,0.452,0.93,0.602,0.914,0.622
0.26,0.245,0.255,0.338,1.104,0.971,1.057,0.971,5.522,5.756,5.192,6.045,0.205,0.25,0.21,0.225,0.701,0.684,0.743,0.728,T0451948,4.36,14.198,15.799,13.629,14.816,17.65,20.3,19.25,20.3,0.365,0.341,0.43,0.401,0.661,0.912,0.915,0.949
0.218,0.215,0.208,0.22,0.847,0.519,0.749,0.654,2.911,2.526,2.825,2.991,0.18,0.165,0.17,0.178,0.499,0.652,0.461,0.677,T0451955,5.68,21.84,16.484,18.723,19.63,10.7,9.6,10.2,11.25,0.18,0.132,0.136,0.143,0.896,0.72,0.895,0.72
0.192,0.202,0.192,0.178,0.663,1.12,1.501,1.042,2.75,2.458,3.181,2.951,0.125,0.12,0.12,0.145,1.091,0.55,0.892,0.919,T0451955,7.94,22.455,12.597,19.267,22.672,10.2,8.0,12.8,13.9,0.454,0.209,0.182,0.124,0.826,0.849,0.835,0.859
0.19,0.21,0.195,0.2,0.606,0.563,0.775,0.653,2.937,3.006,2.972,2.432,0.165,0.162,0.148,0.145,0.59,0.666,0.649,0.753,T0451955,6.22,21.303,18.93,18.474,12.338,11.2,9.9,10.2,7.75,0.133,0.144,0.167,0.197,0.909,1.081,0.712,0.729
0.175,0.165,0.18,0.172,0.693,0.692,0.648,1.293,2.229,2.908,2.665,3.091,0.122,0.145,0.13,0.13,0.737,0.828,0.889,0.751,T0451955,7.41,12.139,20.056,12.282,19.213,7.5,10.7,9.1,12.3,0.183,0.168,0.234,0.141,0.74,0.746,0.754,0.755
0.2,0.195,0.198,0.2,0.691,0.637,0.882,0.54,2.994,2.789,3.268,2.184,0.16,0.165,0.17,0.165,0.793,0.545,0.849,0.494,T0452063,4.32,11.934,14.007,19.446,14.585,12.5,10.0,15.0,6.5,0.57,0.19,0.239,0.246,0.536,0.518,0.545,0.531
0.185,0.192,0.165,0.19,0.999,0.732,1.389,1.049,3.13,2.217,3.442,3.216,0.125,0.12,0.143,0.115,1.037,0.605,1.161,1.182,T0452063,6.07,14.086,12.764,19.452,13.629,12.5,6.5,18.75,13.5,0.257,0.267,0.196,0.175,0.644,0.631,0.635,0.64
0.24,0.265,0.245,0.235,4.294,3.838,2.957,3.504,16.41,14.019,15.141,14.664,0.227,0.202,0.225,0.215,3.107,3.648,4.136,3.167,T0453653,6.13,35.456,28.466,32.359,30.616,79.45,74.35,75.2,73.5,0.427,0.825,0.468,0.518,1.008,1.026,1.037,0.991
0.46,0.465,0.49,0.52,4.956,3.526,3.039,2.406,20.428,17.976,18.885,19.121,0.52,0.522,0.518,0.518,2.096,1.402,1.463,3.256,T0454128,5.61,32.724,29.562,31.759,29.082,153.0,105.05,101.6,106.15,0.617,0.599,0.584,0.633,2.034,2.024,2.041,2.117
0.425,0.265,0.48,0.352,3.898,3.31,3.64,3.959,17.712,18.288,18.446,19.355,0.548,0.368,0.37,0.51,1.333,2.412,3.05,1.783,T0454128,5.62,30.299,28.024,32.049,30.601,108.5,87.9,105.05,134.7,0.565,0.667,0.539,0.632,2.041,1.008,2.033,1.784
0.298,0.305,0.302,0.29,0.804,0.979,1.293,1.006,5.859,5.479,5.525,5.159,0.285,0.282,0.295,0.27,0.75,0.937,0.937,0.903,T0454999,5.32,31.355,30.585,33.406,25.486,27.6,25.8,29.5,23.9,0.191,0.18,0.191,0.187,1.186,0.619,1.186,1.199
0.255,0.25,0.27,0.255,2.738,2.62,1.836,2.899,11.347,9.285,10.02,10.873,0.225,0.215,0.225,0.2,2.168,1.592,2.389,2.018,T0455570,6.39,31.05,28.749,28.198,27.888,56.9,46.0,44.7,47.4,0.434,0.282,0.346,0.414,1.144,1.139,1.162,1.394
0.23,0.245,0.222,0.22,2.01,2.218,4.698,2.823,11.153,9.273,10.76,9.635,0.302,0.208,0.25,0.222,2.256,1.645,1.352,1.692,T0455570,5.66,32.005,24.563,29.536,30.322,54.2,40.65,56.9,47.4,0.32,0.363,0.291,0.313,1.076,1.033,1.272,1.05
0.372,0.265,0.285,0.378,1.884,1.7,1.821,1.955,9.73,10.416,9.596,10.594,0.275,0.272,0.227,0.295,1.354,1.64,1.638,1.753,T0455570,5.3,28.375,30.822,23.944,30.014,50.1,46.7,39.3,50.1,0.32,0.342,0.362,0.294,1.276,1.059,0.974,1.732
0.245,0.34,0.24,0.24,2.138,2.105,2.204,2.737,9.59,10.123,10.958,9.467,0.235,0.235,0.277,0.255,1.671,1.922,1.586,1.931,T0455570,5.58,24.639,28.946,31.045,28.305,44.7,54.2,51.45,50.1,0.328,0.371,0.373,0.348,1.017,1.45,1.093,1.06
0.288,0.262,0.41,0.492,2.162,1.435,2.561,2.648,9.695,10.081,10.208,9.349,0.5,0.23,0.25,0.26,0.927,2.57,1.982,1.527,T0455570,5.33,28.582,25.025,27.45,29.47,51.5,46.0,54.2,48.8,0.876,0.368,0.372,0.285,1.262,1.292,1.276,1.53
0.462,0.365,0.375,0.465,1.496,1.487,1.085,1.421,11.827,10.66,11.551,11.156,0.285,0.55,0.5,0.455,4.043,1.104,2.197,2.542,T0455872,4.66,25.95,25.88,25.693,25.136,63.9,52.6,62.5,58.25,0.42,0.405,0.458,0.513,1.696,1.32,1.364,1.684
0.215,0.208,0.225,0.235,1.321,1.044,1.259,1.678,11.043,10.794,11.611,10.169,0.345,0.355,0.33,0.31,3.539,2.485,1.874,1.552,T0455872,4.25,26.718,27.036,18.823,20.44,59.0,54.0,42.6,49.7,0.442,0.391,0.866,0.43,0.797,0.818,0.814,0.798
0.205,0.172,0.198,0.19,2.221,2.478,2.134,2.441,5.838,7.86,6.836,7.754,0.092,0.13,0.105,0.105,1.499,2.096,1.711,2.024,T0455890,6.39,10.296,13.728,11.938,12.06,15.6,26.5,18.7,20.3,0.658,0.531,0.431,0.57,0.687,0.637,0.631,0.622
0.175,0.172,0.198,0.192,2.251,2.33,2.124,1.891,7.674,7.489,6.585,5.987,0.11,0.135,0.11,0.115,2.012,1.682,1.184,1.365,T0455890,5.59,11.944,12.523,10.356,11.436,24.15,26.5,15.6,17.1,0.57,0.59,0.619,0.487,0.483,0.61,0.56,0.496
0.222,0.212,0.21,0.22,1.681,2.119,2.271,1.872,5.959,6.993,7.192,6.588,0.11,0.105,0.11,0.105,2.263,2.346,2.917,2.115,T0455900,7.97,16.022,20.643,20.643,14.884,19.0,21.4,29.7,22.6,0.409,0.381,0.318,0.382,0.83,0.813,0.851,0.804
0.218,0.21,0.21,0.215,1.67,1.763,2.064,1.743,6.402,6.618,6.736,5.278,0.115,0.125,0.118,0.112,1.947,1.907,2.357,1.767,T0455900,7.32,17.246,22.451,20.696,15.64,20.2,21.4,23.75,17.8,0.264,0.307,0.396,0.313,0.793,0.818,0.754,0.78
0.235,0.225,0.23,0.225,1.392,1.926,1.634,1.457,5.82,6.712,6.625,6.014,0.13,0.132,0.135,0.13,1.742,2.098,1.678,1.55,T0455900,5.94,15.151,20.848,20.056,15.45,20.2,27.3,22.0,20.2,0.359,0.283,0.306,0.422,0.685,0.703,0.678,0.703
0.225,0.22,0.215,0.225,1.614,1.65,1.616,1.805,5.624,6.259,6.8,6.712,0.12,0.122,0.125,0.125,1.665,1.753,1.996,2.033,T0455900,6.63,14.73,15.938,20.981,22.217,19.0,20.8,23.7,22.6,0.376,0.33,0.304,0.315,0.78,0.722,0.771,0.784
0.225,0.23,0.22,0.22,1.443,1.653,1.493,1.806,5.614,6.045,6.782,6.796,0.125,0.128,0.138,0.132,1.814,1.799,1.543,2.036,T0455900,6.12,14.694,16.142,21.288,20.54,19.6,20.2,20.2,26.1,0.438,0.368,0.312,0.369,0.695,0.712,0.701,0.703
0.208,0.202,0.21,0.208,1.677,1.654,1.808,1.588,9.475,8.395,9.069,8.553,0.205,0.2,0.18,0.195,1.791,1.773,1.663,1.433,T0455985,4.49,17.428,16.012,15.755,16.775,32.6,31.2,31.2,29.9,0.601,0.495,0.961,0.459,0.605,0.586,0.623,0.392
